IDENTIFICACION,IDENTIFICACION TAXONOMICA,NOMBRE CIENTIFICO,CLASIFICACION SUPERIOR,REINO,FILO,CLASE,ORDEN,FAMILIA,GENERO,EPITETO ESPECIFICO,RANGO DE TAXON,NOMBRE VERNACULO,CODIGO NOMENCLATURA,ESTADO TAXONOMICO,TAXON OBSERVACIONES,LENGUAJE,ESTADO DE AMENAZA,MCA1,MCA2,MCA3,Cluster
gbif.org/species/5229775,gbif.org/species/5229775,Polystictus pectoralis,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Tyrannidae | Polystictus,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Polystictus,pectoralis,Especie,Tachurí Barbado,ICZN,Válido,Nombre original validado: Polystictus pectoralis,es,VU,-0.6801833496702593,1.0663593672971041,0.27006082030923717,1
gbif.org/species/2482649,gbif.org/species/2482649,Pseudocolopteryx acutipennis,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Tyrannidae | Pseudocolopteryx,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Pseudocolopteryx,acutipennis,Especie,Doradito Lagunero,ICZN,Válido,Nombre original validado: Pseudocolopteryx acutipennis,es,CR,-0.5467862407513707,1.0585993791889665,0.27755841008309073,1
gbif.org/species/6100766,gbif.org/species/6100766,Vireo approximans,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Vireonidae | Vireo,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,approximans,Especie,Vireo de Providencia,ICZN,Válido,Nombre original validado: Vireo approximans | Actualización nomenclatural: Resolución 1912 de 2017: Vireo crassirostris Resolución actual: Vireo approximans,es,VU,-0.6889853789260171,1.0706797308642264,0.27883113625228484,1
gbif.org/species/2487431,gbif.org/species/2487431,Vireo caribaeus,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Vireonidae | Vireo,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,caribaeus,Especie,Veireo de San Andrés,ICZN,Válido,Nombre original validado: Vireo caribaeus,es,VU,-0.6889853789260171,1.0706797308642264,0.27883113625228484,1
gbif.org/species/2487433,gbif.org/species/2487433,Vireo masteri,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Vireonidae | Vireo,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,masteri,Especie,Vireo del Chocó,ICZN,Válido,Nombre original validado: Vireo masteri,es,VU,-0.6889853789260171,1.0706797308642264,0.27883113625228484,1
gbif.org/species/2439956,gbif.org/species/2439956,Marmosops handleyi,Animalia | Chordata | Vertebrata | Mammalia | Didelphimorphia | Didelphidae | Marmosops,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Marmosops,handleyi,Especie,Tunato de Handley,ICZN,Válido,Nombre original validado: Marmosops handleyi,es,CR,-0.5293305643274733,1.0356371086100986,0.270064411162217,1
gbif.org/species/2433360,gbif.org/species/2433360,Caenolestes convelatus,Animalia | Chordata | Vertebrata | Mammalia | Paucituberculata | Caenolestidae | Caenolestes,Animalia,Chordata,Mammalia,Paucituberculata,Caenolestidae,Caenolestes,convelatus,Especie,Ratón marsupial negruzco,ICZN,Válido,Nombre original validado: Caenolestes convelatus | Nuevo taxón incluido,es,VU,-0.7177510922583162,1.0707446388691424,0.23383313365639274,1
gbif.org/species/5706807,gbif.org/species/5706807,Saccopteryx antioquensis,Animalia | Chordata | Vertebrata | Mammalia | Chiroptera | Emballonuridae | Saccopteryx,Animalia,Chordata,Mammalia,Chiroptera,Emballonuridae,Saccopteryx,antioquensis,Especie,Murciélago de líneas blancas | Murciélago de sacos de Antioquia,ICZN,Válido,Nombre original validado: Saccopteryx antioquensis | Nuevo taxón incluido,es,EN,-0.6691752048675994,1.0152927600098158,0.18076033842434805,1
gbif.org/species/2433216,gbif.org/species/2433216,Lonchorhina marinkellei,Animalia | Chordata | Vertebrata | Mammalia | Chiroptera | Phyllostomidae | Lonchorhina,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Lonchorhina,marinkellei,Especie,Murciélago nariz de espada de Marinkelle,ICZN,Válido,Nombre original validado: Lonchorhina marinkellei | Nuevo taxón incluido,es,VU,-0.702947649298678,1.054573804744819,0.25481681427918546,1
gbif.org/species/2435292,gbif.org/species/2435292,Trichechus inunguis,Animalia | Chordata | Vertebrata | Mammalia | Sirenia | Trichechidae | Trichechus,Animalia,Chordata,Mammalia,Sirenia,Trichechidae,Trichechus,inunguis,Especie,Manatí amazónico | Vaca marina | Manatí,ICZN,Válido,Nombre original validado: Trichechus inunguis,es,EN,-0.6586592508175735,1.0011072443265037,0.20597210183228523,1
gbif.org/species/2435296,gbif.org/species/2435296,Trichechus manatus,Animalia | Chordata | Vertebrata | Mammalia | Sirenia | Trichechidae | Trichechus,Animalia,Chordata,Mammalia,Sirenia,Trichechidae,Trichechus,manatus,Especie,Manatí del Caribe | Vaca marina,ICZN,Válido,Nombre original validado: Trichechus manatus,es,EN,-0.6586592508175735,1.0011072443265037,0.20597210183228523,1
gbif.org/species/2434340,gbif.org/species/2434340,Lycalopex culpaeus,Animalia | Chordata | Vertebrata | Mammalia | Carnivora | Canidae | Lycalopex,Animalia,Chordata,Mammalia,Carnivora,Canidae,Lycalopex,culpaeus,Especie,Desconocido,ICZN,Válido,Nombre original validado: Lycalopex culpaeus,es,VU,-0.707618316995021,1.0699730904197557,0.2618785157844519,1
gbif.org/species/2434930,gbif.org/species/2434930,Leopardus tigrinus,Animalia | Chordata | Vertebrata | Mammalia | Carnivora | Felidae | Leopardus,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,tigrinus,Especie,Tigrillo gallinero | Tigrillo | Oncilla | Tigrillo peludo,ICZN,Válido,Nombre original validado: Leopardus tigrinus,es,VU,-0.7075748143489365,1.0700644852276298,0.262753117248404,1
gbif.org/species/5219426,gbif.org/species/5219426,Panthera onca,Animalia | Chordata | Vertebrata | Mammalia | Carnivora | Felidae | Panthera,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,onca,Especie,Jaguar | Tigre real | Tigre mariposo,ICZN,Válido,Nombre original validado: Panthera onca,es,VU,-0.7075748209357537,1.070064390830094,0.2627530947699732,1
gbif.org/species/2433738,gbif.org/species/2433738,Lontra longicaudis,Animalia | Chordata | Vertebrata | Mammalia | Carnivora | Mustelidae | Lontra,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lontra,longicaudis,Especie,Nutria neotropical | Lobito de río,ICZN,Válido,Nombre original validado: Lontra longicaudis,es,VU,-0.7053511950192879,1.0672857760776673,0.2559076037930026,1
gbif.org/species/2433681,gbif.org/species/2433681,Pteronura brasiliensis,Animalia | Chordata | Vertebrata | Mammalia | Carnivora | Mustelidae | Pteronura,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Pteronura,brasiliensis,Especie,Perro de agua | Nutria gigante,ICZN,Válido,Nombre original validado: Pteronura brasiliensis,es,EN,-0.6782065620000415,1.0356722566715424,0.2001948014817331,1
gbif.org/species/2433401,gbif.org/species/2433401,Tremarctos ornatus,Animalia | Chordata | Vertebrata | Mammalia | Carnivora | Ursidae | Tremarctos,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Tremarctos,ornatus,Especie,Oso andino | Oso de anteojos,ICZN,Válido,Nombre original validado: Tremarctos ornatus,es,VU,-0.7075400351637462,1.0699252048884966,0.26220602367996737,1
gbif.org/species/2440899,gbif.org/species/2440899,Tapirus pinchaque,Animalia | Chordata | Vertebrata | Mammalia | Perissodactyla | Tapiridae | Tapirus,Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,pinchaque,Especie,Danta de Páramo | Danta de Montaña,ICZN,Válido,Nombre original validado: Tapirus pinchaque,es,EN,-0.6632055648090387,1.0390029625069193,0.19114625899183987,1
gbif.org/species/2440709,gbif.org/species/2440709,Balaenoptera borealis,Animalia | Chordata | Vertebrata | Mammalia | Cetartiodactyla-Cetacea | Balaenopteridae | Balaenoptera,Animalia,Chordata,Mammalia,Artiodactyla,Balaenopteridae,Balaenoptera,borealis,Especie,Ballena boba | Ballena sei,ICZN,Válido,Nombre original validado: Balaenoptera borealis,es,EN,-0.6618883962201795,1.019750101534175,0.18910246779653964,1
gbif.org/species/2440735,gbif.org/species/2440735,Balaenoptera musculus,Animalia | Chordata | Vertebrata | Mammalia | Cetartiodactyla-Cetacea | Balaenopteridae | Balaenoptera,Animalia,Chordata,Mammalia,Artiodactyla,Balaenopteridae,Balaenoptera,musculus,Especie,Ballena azul,ICZN,Válido,Nombre original validado: Balaenoptera musculus,es,EN,-0.6618883962201795,1.019750101534175,0.18910246779653964,1
gbif.org/species/2440718,gbif.org/species/2440718,Balaenoptera physalus,Animalia | Chordata | Vertebrata | Mammalia | Cetartiodactyla-Cetacea | Balaenopteridae | Balaenoptera,Animalia,Chordata,Mammalia,Artiodactyla,Balaenopteridae,Balaenoptera,physalus,Especie,Ballena de aleta,ICZN,Válido,Nombre original validado: Balaenoptera physalus,es,EN,-0.6618883962201795,1.019750101534175,0.18910246779653964,1
gbif.org/species/5220086,gbif.org/species/5220086,Megaptera novaeangliae,Animalia | Chordata | Vertebrata | Mammalia | Cetartiodactyla-Cetacea | Balaenopteridae | Megaptera,Animalia,Chordata,Mammalia,Artiodactyla,Balaenopteridae,Megaptera,novaeangliae,Especie,Ballena Jorobada | Yubarta,ICZN,Válido,Nombre original validado: Megaptera novaeangliae,es,VU,-0.6890330075079782,1.0513636094960936,0.24481533716023918,1
gbif.org/species/2440537,gbif.org/species/2440537,Sotalia fluviatilis,Animalia | Chordata | Vertebrata | Mammalia | Cetartiodactyla-Cetacea | Delphinidae | Sotalia,Animalia,Chordata,Mammalia,Artiodactyla,Delphinidae,Sotalia,fluviatilis,Especie,Delfín Gris de río | Tucuxi,ICZN,Válido,Nombre original validado: Sotalia fluviatilis | Pasa de VU a EN,es,EN,-0.6657107238338081,1.0243843366705685,0.1993481208996659,1
gbif.org/species/2440314,gbif.org/species/2440314,Inia geoffrensis,Animalia | Chordata | Vertebrata | Mammalia | Cetartiodactyla-Cetacea | Iniidae | Inia,Animalia,Chordata,Mammalia,Artiodactyla,Iniidae,Inia,geoffrensis,Especie,Bufeo | Delfín rosado | Tonina | Bufeo colorado,ICZN,Válido,Nombre original validado: Inia geoffrensis | Pasa de VU a EN,es,EN,-0.6603286444166712,1.0175821580131743,0.18398579739281687,1
gbif.org/species/8123917,gbif.org/species/8123917,Physeter macrocephalus,Animalia | Chordata | Vertebrata | Mammalia | Cetartiodactyla-Cetacea | Physeteridae | Physeter,Animalia,Chordata,Mammalia,Artiodactyla,Physeteridae,Physeter,macrocephalus,Especie,Cachalote,ICZN,Válido,Nombre original validado: Physeter macrocephalus,es,VU,-0.6939976797405113,1.0570598200450543,0.25873101735503173,1
gbif.org/species/5219593,gbif.org/species/5219593,Aotus brumbacki,Animalia | Chordata | Vertebrata | Mammalia | Primates | Aotidae | Aotus,Animalia,Chordata,Mammalia,Primates,Aotidae,Aotus,brumbacki,Especie,Mico de noche Llanero,ICZN,Válido,Nombre original validado: Aotus brumbacki,es,VU,-0.6937911057526502,1.0612564447066761,0.2755610995683637,1
gbif.org/species/5786069,gbif.org/species/5786069,Aotus griseimembra,Animalia | Chordata | Vertebrata | Mammalia | Primates | Aotidae | Aotus,Animalia,Chordata,Mammalia,Primates,Aotidae,Aotus,griseimembra,Especie,Marta | Mico dormilón | Mico de noche | Mico de noche caribeño,ICZN,Válido,Nombre original validado: Aotus griseimembra,es,VU,-0.6937911057526502,1.0612564447066761,0.2755610995683637,1
gbif.org/species/135100148,gbif.org/species/135100148,Aotus lemurinus,Animalia | Chordata | Vertebrata | Mammalia | Primates | Aotidae | Aotus,Animalia,Chordata,Mammalia,Primates,Aotidae,Aotus,lemurinus,Especie,Marta | Mico dormilón | Mico de noche andino,ICZN,Válido,Nombre original validado: Aotus lemurinus,es,VU,-0.6937911057526502,1.0612564447066761,0.2755610995683637,1
gbif.org/species/5786070,gbif.org/species/5786070,Aotus zonalis,Animalia | Chordata | Vertebrata | Mammalia | Primates | Aotidae | Aotus,Animalia,Chordata,Mammalia,Primates,Aotidae,Aotus,zonalis,Especie,Mico de noche chocoano panameño,ICZN,Válido,Nombre original validado: Aotus zonalis,es,VU,-0.6937911057526502,1.0612564447066761,0.2755610995683637,1
gbif.org/species/4267251,gbif.org/species/4267251,Ateles hybridus,Animalia | Chordata | Vertebrata | Mammalia | Primates | Atelidae | Ateles,Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles,hybridus,Especie,Marimonda del Magdalena,ICZN,Válido,Nombre original validado: Ateles hybridus,es,CR,-0.5540602692590326,1.0525107664585454,0.2819609206259898,1
gbif.org/species/2436464,gbif.org/species/2436464,Callimico goeldii,Animalia | Chordata | Vertebrata | Mammalia | Primates | Callitrichidae | Callimico,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callimico,goeldii,Especie,Chichico diablo,ICZN,Válido,Nombre original validado: Callimico goeldii,es,VU,-0.6878122224156189,1.063469481492786,0.2823411516359837,1
gbif.org/species/2436476,gbif.org/species/2436476,Saguinus leucopus,Animalia | Chordata | Vertebrata | Mammalia | Primates | Callitrichidae | Saguinus,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,leucopus,Especie,Tití gris,ICZN,Válido,Nombre original validado: Saguinus leucopus,es,VU,-0.6768515878010938,1.0627917548039758,0.28309602022297164,1
gbif.org/species/2436469,gbif.org/species/2436469,Saguinus oedipus,Animalia | Chordata | Vertebrata | Mammalia | Primates | Callitrichidae | Saguinus,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,oedipus,Especie,Tití cabeciblanco,ICZN,Válido,Nombre original validado: Saguinus oedipus,es,CR,-0.5653758034985343,1.0563872638200418,0.2890842619470509,1
gbif.org/species/7361386,gbif.org/species/7361386,Cebus malitiosus,Animalia | Chordata | Vertebrata | Mammalia | Primates | Cebidae | Cebus,Animalia,Chordata,Mammalia,Primates,Cebidae,Cebus,malitiosus,Especie,Mico maicero cariblanco de Santa Marta,ICZN,Válido,Nombre original validado: Cebus malitiosus,es,EN,-0.6659226325633244,1.0288193132663548,0.21742960756091867,1
gbif.org/species/7832196,gbif.org/species/7832196,Cebus versicolor,Animalia | Chordata | Vertebrata | Mammalia | Primates | Cebidae | Cebus,Animalia,Chordata,Mammalia,Primates,Cebidae,Cebus,versicolor,Especie,Maicero cariblanco variable,ICZN,Válido,Nombre original validado: Cebus versicolor,es,EN,-0.6659226325633244,1.0288193132663548,0.21742960756091867,1
gbif.org/species/9407885,gbif.org/species/9407885,Cheracebus medemi,Animalia | Chordata | Vertebrata | Mammalia | Primates | Pitheciidae | Cheracebus,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Cheracebus,medemi,Especie,El tití de manos negras | Cotoncillo negro | Huicoco colombiano,ICZN,Válido,Nombre original validado: Cheracebus medemi,es,VU,-0.6905888134492584,1.0636196624072363,0.28199554692404655,1
gbif.org/species/8594043,gbif.org/species/8594043,Pithecia milleri,Animalia | Chordata | Vertebrata | Mammalia | Primates | Pitheciidae | Pithecia,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Pithecia,milleri,Especie,Mico volador,ICZN,Válido,Nombre original validado: Pithecia milleri,es,VU,-0.6905888429662055,1.0636197075398819,0.28199543156171997,1
gbif.org/species/9438354,gbif.org/species/9438354,Plecturocebus caquetensis,Animalia | Chordata | Vertebrata | Mammalia | Primates | Pitheciidae | Plecturocebus,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Plecturocebus,caquetensis,Especie,El tití del Caquetá | Tongo | Macaco,ICZN,Válido,Nombre original validado: Plecturocebus caquetensis,es,CR,-0.5718059245904032,1.0567633939433345,0.28848673194022917,1
gbif.org/species/9234391,gbif.org/species/9234391,Plecturocebus discolor,Animalia | Chordata | Vertebrata | Mammalia | Primates | Pitheciidae | Plecturocebus,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Plecturocebus,discolor,Especie,Mico tocón | Mico Zocai,ICZN,Válido,Nombre original validado: Plecturocebus discolor,es,VU,-0.6832817088929627,1.0631678849272685,0.2824984902161499,1
gbif.org/species/9250812,gbif.org/species/9250812,Plecturocebus ornatus,Animalia | Chordata | Vertebrata | Mammalia | Primates | Pitheciidae | Plecturocebus,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Plecturocebus,ornatus,Especie,Mico tocón | Zogui-zogui,ICZN,Válido,Nombre original validado: Plecturocebus ornatus,es,VU,-0.6832817088929627,1.0631678849272685,0.2824984902161499,1
gbif.org/species/2439161,gbif.org/species/2439161,Thomasomys bombycinus,Animalia | Chordata | Vertebrata | Mammalia | Rodentia | Cricetidae | Thomasomys,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Thomasomys,bombycinus,Especie,Ratón Oldfield,ICZN,Válido,Nombre original validado: Thomasomys bombycinus | Nuevo taxón incluido,es,VU,-0.6966191755898317,1.0604295070730538,0.24238958240344272,1
gbif.org/species/2439166,gbif.org/species/2439166,Thomasomys monochromos,Animalia | Chordata | Vertebrata | Mammalia | Rodentia | Cricetidae | Thomasomys,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Thomasomys,monochromos,Especie,Ratón Oldfield de un solo color,ICZN,Válido,Nombre original validado: Thomasomys monochromos | Nuevo taxón incluido,es,VU,-0.6966191755898317,1.0604295070730538,0.24238958240344272,1
gbif.org/species/182959016,gbif.org/species/182959016,Santamartamys rufodorsalis,Animalia | Chordata | Vertebrata | Mammalia | Rodentia | Echimyidae | Santamartamys,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Santamartamys,rufodorsalis,Especie,Raton arboreo de Santa Marta,ICZN,Válido,Nombre original validado: Santamartamys rufodorsalis | Nuevo taxón incluido,es,CR,-0.5354262315269381,1.0562127831301793,0.26503973054965313,1
gbif.org/species/2437612,gbif.org/species/2437612,Dinomys branickii,Animalia | Chordata | Vertebrata | Mammalia | Rodentia | Dinomyidae | Dinomys,Animalia,Chordata,Mammalia,Rodentia,Dinomyidae,Dinomys,branickii,Especie,Guagua loba,ICZN,Válido,Nombre original validado: Dinomys branickii | Mantiene categoría Resolución 1912 de 2017,es,VU,-0.7014803669618491,1.065896764483115,0.2556150182793371,1
gbif.org/species/182959007,gbif.org/species/182959007,Coendou vestitus,Animalia | Chordata | Vertebrata | Mammalia | Rodentia | Erethizontidae | Coendou,Animalia,Chordata,Mammalia,Rodentia,Erethizontidae,Coendou,vestitus,Especie,Puercoespín | Puercoerizo,ICZN,Válido,Nombre original validado: Coendou vestitus | Mantiene categoría Resolución 1912 de 2017,es,VU,-0.701407814831655,1.0660224773682505,0.2551703733282231,1
gbif.org/species/2851748,gbif.org/species/2851748,Lepanthes golondrina,Plantae | Tracheophyta | Liliopsida | Asparagales | Orchidaceae| Lepanthes,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Lepanthes,golondrina,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Lepanthes golondrina | Archivo revisión IAvH,es,EN,0.08764184323110094,-0.7592403537938768,-0.1433291894410771,0
gbif.org/species/3863388,gbif.org/species/3863388,Miconia jentaculorum,Plantae | Tracheophyta | Magnoliopsida | Myrtales| Melastomataceae | Miconia,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,jentaculorum,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Miconia jentaculorum | Archivo revisión IAvH,es,CR,0.1794523777329462,-0.7393023931111516,-0.09825248610091744,0
gbif.org/species/5288306,gbif.org/species/5288306,Pitcairnia exserta,Plantae | Tracheophyta | Liliopsida | Poales | Bromeliaceae | Pitcairnia,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Pitcairnia,exserta,Especie,Desconocido,ICN,Aceptado,Nombre original validado: Pitcairnia exserta | Archivo revisión IAvH,es,VU,0.09117045485275757,-0.7302693873897048,-0.09305584119798754,0
