IDENTIFICACION,IDENTIFICACION TAXONOMICA,NOMBRE CIENTIFICO,CLASIFICACION SUPERIOR,REINO,FILO,CLASE,ORDEN,FAMILIA,GENERO,EPITETO ESPECIFICO,RANGO DE TAXON,NOMBRE VERNACULO,CODIGO NOMENCLATURA,ESTADO TAXONOMICO,TAXON OBSERVACIONES,LENGUAJE,ESTADO DE AMENAZA,MCA1,MCA2,MCA3,Cluster
gbif.org/species/2479912,gbif.org/species/2479912,Pionus fuscus,Animalia | Chordata | Vertebrata | Aves | Psittaciformes | Psittacidae | Pionus,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionus,fuscus,Especie,Cotorra de Perijá,ICZN,Válido,Nombre original validado: Pionus fuscus,es,EN,-0.65701047564258,1.0392779555281701,0.21569774445191042,1
gbif.org/species/2479816,gbif.org/species/2479816,Pyrrhura calliptera,Animalia | Chordata | Vertebrata | Aves | Psittaciformes | Psittacidae | Pyrrhura,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pyrrhura,calliptera,Especie,Periquito Aliamarillo,ICZN,Válido,Nombre original validado: Pyrrhura calliptera,es,VU,-0.6819260158754752,1.0682427264274097,0.2658557645877232,1
gbif.org/species/2479854,gbif.org/species/2479854,Pyrrhura viridicata,Animalia | Chordata | Vertebrata | Aves | Psittaciformes | Psittacidae | Pyrrhura,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pyrrhura,viridicata,Especie,Periquito Serrano,ICZN,Válido,Nombre original validado: Pyrrhura viridicata,es,EN,-0.6592394838934299,1.0419268066012086,0.2212526376941697,1
gbif.org/species/2480129,gbif.org/species/2480129,Touit stictopterus,Animalia | Chordata | Vertebrata | Aves | Psittaciformes | Psittacidae | Touit,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Touit,stictopterus,Especie,Periquito Alipunteado,ICZN,Válido,Nombre original validado: Touit stictopterus,es,VU,-0.684155087468493,1.0708914641159097,0.27141057630201265,1
gbif.org/species/9415596,gbif.org/species/9415596,Eremophila alpestris,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Alaudidae | Eremophila,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Eremophila,alpestris,Especie,Alondra Cornuda,ICZN,Válido,Nombre original validado: Eremophila alpestris,es,EN,-0.6551663691363983,1.0310591645753688,0.20521954411449264,1
gbif.org/species/2490404,gbif.org/species/2490404,Cardinalis phoeniceus,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Cardinalidae | Cardinalis,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Cardinalis,phoeniceus,Especie,Cardenal Guajiro,ICZN,Válido,Nombre original validado: Cardinalis phoeniceus,es,VU,-0.688949949962303,1.0708459363105336,0.2789935297384357,1
gbif.org/species/2482546,gbif.org/species/2482546,Cyanolyca pulchra,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Corvidae | Cyanolyca,Animalia,Chordata,Aves,Passeriformes,Corvidae,Cyanolyca,pulchra,Especie,Urraca Chocoana,ICZN,Válido,Nombre original validado: Cyanolyca pulchra,es,VU,-0.6889167845904137,1.070780875204901,0.2792247940598295,1
gbif.org/species/2486417,gbif.org/species/2486417,Ampelion rufaxilla,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Cotingidae | Ampelion,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Ampelion,rufaxilla,Especie,Cotinga Alirrufa,ICZN,Válido,Nombre original validado: Ampelion rufaxilla,es,VU,-0.679804175734236,1.0670924870220597,0.2716341344523909,1
gbif.org/species/5959195,gbif.org/species/5959195,Cephalopterus penduliger,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Cotingidae | Cephalopterus,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,penduliger,Especie,Paragüero del Pacífico,ICZN,Válido,Nombre original validado: Cephalopterus penduliger,es,EN,-0.6526595639425119,1.0354789727968257,0.21592120622453348,1
gbif.org/species/2486397,gbif.org/species/2486397,Doliornis remseni,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Cotingidae | Doliornis,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Doliornis,remseni,Especie,Cotinga de Páramo,ICZN,Válido,Nombre original validado: Doliornis remseni,es,EN,-0.6526595542028876,1.035478948562008,0.2159213007257379,1
gbif.org/species/2486504,gbif.org/species/2486504,Lipaugus weberi,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Cotingidae | Lipaugus,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Lipaugus,weberi,Especie,Arriero Antioqueño,ICZN,Válido,Nombre original validado: Lipaugus weberi,es,CR,-0.546407057562729,1.0593325574870422,0.27913188485016727,1
gbif.org/species/2486243,gbif.org/species/2486243,Pyroderus scutatus,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Cotingidae | Pyroderus,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Pyroderus,scutatus,Especie,Toro de Monte,ICZN,Válido,Nombre original validado: Pyroderus scutatus,es,VU,-0.6798041871898102,1.0670924835951034,0.27163401557987255,1
gbif.org/species/2491123,gbif.org/species/2491123,Ammodramus savannarum,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Passerellidae | Ammodramus,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Ammodramus,savannarum,Especie,Sabanero Grillo,ICZN,Válido,Nombre original validado: Ammodramus savannarum,es,EN,-0.6552758832085848,1.0373750618677238,0.22017101451662746,1
gbif.org/species/2491624,gbif.org/species/2491624,Arremon schlegeli,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Passerellidae | Arremon,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Arremon,schlegeli,Especie,Pinzón Alidorado,ICZN,Válido,Nombre original validado: Arremon schlegeli,es,VU,-0.68242045061722,1.068988543115509,0.2758840254896608,1
gbif.org/species/5788834,gbif.org/species/5788834,Atlapetes blancae,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Passerellidae | Atlapetes,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Atlapetes,blancae,Especie,Gorrión-Montés Paisa,ICZN,Válido,Nombre original validado: Atlapetes blancae,es,CR,-0.5636375624848284,1.0621322954819368,0.28237555605671016,1
gbif.org/species/2491438,gbif.org/species/2491438,Atlapetes flaviceps,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Passerellidae | Atlapetes,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Atlapetes,flaviceps,Especie,Atlapetes de Anteojos,ICZN,Válido,Nombre original validado: Atlapetes flaviceps,es,VU,-0.6751133467873879,1.0685367864658708,0.2763873143326309,1
gbif.org/species/2491464,gbif.org/species/2491464,Atlapetes fuscoolivaceus,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Passerellidae | Atlapetes,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Atlapetes,fuscoolivaceus,Especie,Atlapetes Oliváceo,ICZN,Válido,Nombre original validado: Atlapetes fuscoolivaceus,es,VU,-0.6751133467873879,1.0685367864658708,0.2763873143326309,1
gbif.org/species/9697915,gbif.org/species/9697915,Bangsia flavovirens,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Emberizidae | Bangsia,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Bangsia,flavovirens,Especie,Montero Verdiamarillo,ICZN,Válido,Nombre original validado: Bangsia flavovirens | Actualización nomenclatural: Resolución 1912 de 2017: Chlorospingus flavovirens Resolución actual: Bangsia flavovirens,es,VU,-0.6883590035038261,1.0699661981857278,0.2773008663437307,1
gbif.org/species/2488745,gbif.org/species/2488745,Chlorospingus inornatus,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Passerellidae | Chlorospingus,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Chlorospingus,inornatus,Especie,Montero de Pirré,ICZN,Válido,Nombre original validado: Chlorospingus inornatus,es,VU,-0.682420460159604,1.068988521956342,0.27588401130308915,1
gbif.org/species/5845578,gbif.org/species/5845578,Spinus cucullatus,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Fringillidae | Spinus,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,cucullatus,Especie,Jilguero Rojo,ICZN,Válido,Nombre original validado: Spinus cucullatus,es,EN,-0.6551105815873431,1.031220236413392,0.2053386436688559,1
gbif.org/species/6088359,gbif.org/species/6088359,Asthenes perijana,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Furnariidae | Asthenes,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Asthenes,perijana,Especie,Rastrojero de Perijá,ICZN,Válido,Nombre original validado: Asthenes perijana,es,EN,-0.6596011961792969,1.0363075517003577,0.21710361573063264,1
gbif.org/species/7604570,gbif.org/species/7604570,Clibanornis rufipectus,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Furnariidae | Clibanornis,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Clibanornis,rufipectus,Especie,Rastrojero de Santa Marta,ICZN,Válido,Nombre original validado: Clibanornis rufipectus,es,VU,-0.6867457621709581,1.0679210820590068,0.27281676841688773,1
gbif.org/species/2485846,gbif.org/species/2485846,Margarornis bellulus,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Furnariidae | Margarornis,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Margarornis,bellulus,Especie,Corretroncos,ICZN,Válido,Nombre original validado: Margarornis bellulus,es,VU,-0.6867458079961127,1.0679211136819813,0.2728166226923986,1
gbif.org/species/2490520,gbif.org/species/2490520,Grallaria alleni,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Grallaridae | Grallaria,Animalia,Chordata,Aves,Passeriformes,Grallariidae,Grallaria,alleni,Especie,Tororoi Bigotudo,ICZN,Válido,Nombre original validado: Grallaria alleni,es,EN,-0.659905584121821,1.0368282386406675,0.21750952283920735,1
gbif.org/species/2490522,gbif.org/species/2490522,Grallaria bangsi,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Grallaridae | Grallaria,Animalia,Chordata,Aves,Passeriformes,Grallariidae,Grallaria,bangsi,Especie,Tororoi de Santa Marta,ICZN,Válido,Nombre original validado: Grallaria bangsi,es,VU,-0.6825921161038663,1.0631441584668686,0.2621126497327608,1
gbif.org/species/2490517,gbif.org/species/2490517,Grallaria gigantea,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Grallaridae | Grallaria,Animalia,Chordata,Aves,Passeriformes,Grallariidae,Grallaria,gigantea,Especie,Tororoi Gigante,ICZN,Válido,Nombre original validado: Grallaria gigantea,es,VU,-0.6825921161038663,1.0631441584668686,0.2621126497327608,1
gbif.org/species/2490530,gbif.org/species/2490530,Grallaria kaestneri,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Grallaridae | Grallaria,Animalia,Chordata,Aves,Passeriformes,Grallariidae,Grallaria,kaestneri,Especie,Tororoi de Cundinamarca,ICZN,Válido,Nombre original validado: Grallaria kaestneri,es,EN,-0.659905584121821,1.0368282386406675,0.21750952283920735,1
gbif.org/species/2490519,gbif.org/species/2490519,Grallaria milleri,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Grallaridae | Grallaria,Animalia,Chordata,Aves,Passeriformes,Grallariidae,Grallaria,milleri,Especie,Tororoi de Miller,ICZN,Válido,Nombre original validado: Grallaria milleri,es,EN,-0.659905584121821,1.0368282386406675,0.21750952283920735,1
gbif.org/species/2490543,gbif.org/species/2490543,Grallaria rufocinerea,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Grallaridae | Grallaria,Animalia,Chordata,Aves,Passeriformes,Grallariidae,Grallaria,rufocinerea,Especie,Tororoi Rufocenizo,ICZN,Válido,Nombre original validado: Grallaria rufocinerea,es,VU,-0.6825921161038663,1.0631441584668686,0.2621126497327608,1
gbif.org/species/146054048,gbif.org/species/146054048,Grallaria urraoensis,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Grallaridae | Grallaria,Animalia,Chordata,Aves,Passeriformes,Grallariidae,Grallaria,urraoensis,Especie,Tororoi de Urrao,ICZN,Válido,Nombre original validado: Grallaria urraoensis,es,EN,-0.659905584121821,1.0368282386406675,0.21750952283920735,1
gbif.org/species/2484281,gbif.org/species/2484281,Hypopyrrhus pyrohypogaster,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Icteridae | Hypopyrrhus,Animalia,Chordata,Aves,Passeriformes,Icteridae,Hypopyrrhus,pyrohypogaster,Especie,Chango Colombiano,ICZN,Válido,Nombre original validado: Hypopyrrhus pyrohypogaster,es,VU,-0.6812609401265839,1.0677101918497167,0.27324269356991304,1
gbif.org/species/5229915,gbif.org/species/5229915,Icterus icterus,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Icteridae | Icterus,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,icterus,Especie,Turpial Real,ICZN,Válido,Nombre original validado: Icterus icterus,es,VU,-0.6703002581466879,1.0670325019777236,0.2739972655156634,1
gbif.org/species/5229931,gbif.org/species/5229931,Icterus leucopteryx,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Icteridae | Icterus,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,leucopteryx,Especie,Turpial Jamaiquino,ICZN,Válido,Nombre original validado: Icterus leucopteryx,es,CR,-0.5588244738441285,1.0606280109937896,0.27998550723974264,1
gbif.org/species/2484179,gbif.org/species/2484179,Macroagelaius subalaris,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Icteridae | Macroagelaius,Animalia,Chordata,Aves,Passeriformes,Icteridae,Macroagelaius,subalaris,Especie,Chango de Montaña,ICZN,Válido,Nombre original validado: Macroagelaius subalaris,es,EN,-0.6541163029869044,1.0360966968114056,0.2175299580347729,1
gbif.org/species/2484244,gbif.org/species/2484244,Psarocolius cassini,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Icteridae | Psarocolius,Animalia,Chordata,Aves,Passeriformes,Icteridae,Psarocolius,cassini,Especie,Oropéndola Chocoana,ICZN,Válido,Nombre original validado: Psarocolius cassini,es,EN,-0.6541162928792796,1.0360966793845932,0.217529841794351,1
gbif.org/species/2489759,gbif.org/species/2489759,Basileuterus ignotus,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Parulidae | Basileuterus,Animalia,Chordata,Aves,Passeriformes,Parulidae,Basileuterus,ignotus,Especie,Arañero del Pirré,ICZN,Válido,Nombre original validado: Basileuterus ignotus,es,EN,-0.658472349909668,1.035224745464929,0.2139302501733397,1
gbif.org/species/146054140,gbif.org/species/146054140,Myiothlypis basilica,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Parulidae | Myiothlypis,Animalia,Chordata,Aves,Passeriformes,Parulidae,Myiothlypis,basilica,Especie,Arañero de Santa Marta,ICZN,Válido,Nombre original validado: Myiothlypis basilica,es,EN,-0.6607013503111446,1.0378735225259816,0.2194852444646383,1
gbif.org/species/8330576,gbif.org/species/8330576,Myiothlypis conspicillata,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Parulidae | Myiothlypis,Animalia,Chordata,Aves,Passeriformes,Parulidae,Myiothlypis,conspicillata,Especie,Arañero Embridado,ICZN,Válido,Nombre original validado: Myiothlypis conspicillata,es,VU,-0.6833878822931899,1.0641894423521827,0.2640883713581918,1
gbif.org/species/6093350,gbif.org/species/6093350,Setophaga cerulea,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Parulidae | Setophaga,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,cerulea,Especie,Reinita Cerúela,ICZN,Válido,Nombre original validado: Setophaga cerulea,es,VU,-0.6856169242975414,1.0668382564327255,0.2696431316169976,1
gbif.org/species/146054870,gbif.org/species/146054870,Chloropipo flavicapilla,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Pipridae | Chloropipo,Animalia,Chordata,Aves,Passeriformes,Pipridae,Chloropipo,flavicapilla,Especie,Saltarin Dorado,ICZN,Válido,Nombre original validado: Chloropipo flavicapilla,es,VU,-0.688884718350803,1.0707289122014385,0.27975522781945095,1
gbif.org/species/2491005,gbif.org/species/2491005,Scytalopus canus,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Rhinocryptidae | Scytalopus,Animalia,Chordata,Aves,Passeriformes,Rhinocryptidae,Scytalopus,canus,Especie,Tapaculo de Paramillo,ICZN,Válido,Nombre original validado: Scytalopus canus,es,EN,-0.6625160863303717,1.0400440331221532,0.22455900730079423,1
gbif.org/species/2490978,gbif.org/species/2490978,Scytalopus panamensis,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Rhinocryptidae | Scytalopus,Animalia,Chordata,Aves,Passeriformes,Rhinocryptidae,Scytalopus,panamensis,Especie,Tapaculo Cejiblanco,ICZN,Válido,Nombre original validado: Scytalopus panamensis,es,VU,-0.685202618312417,1.0663599529483545,0.2691621341943477,1
gbif.org/species/8986607,gbif.org/species/8986607,Scytalopus perijanus,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Rhinocryptidae | Scytalopus,Animalia,Chordata,Aves,Passeriformes,Rhinocryptidae,Scytalopus,perijanus,Especie,Tapaculo de Perijá,ICZN,Válido,Nombre original validado: Scytalopus perijanus,es,VU,-0.685202618312417,1.0663599529483545,0.2691621341943477,1
gbif.org/species/5789077,gbif.org/species/5789077,Scytalopus rodriguezi,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Rhinocryptidae | Scytalopus,Animalia,Chordata,Aves,Passeriformes,Rhinocryptidae,Scytalopus,rodriguezi,Especie,Tapaculo del Magdalena,ICZN,Válido,Nombre original validado: Scytalopus rodriguezi,es,VU,-0.685202618312417,1.0663599529483545,0.2691621341943477,1
gbif.org/species/5789075,gbif.org/species/5789075,Scytalopus sanctaemartae,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Rhinocryptidae | Scytalopus,Animalia,Chordata,Aves,Passeriformes,Rhinocryptidae,Scytalopus,sanctaemartae,Especie,Tapaculo de Santa Marta,ICZN,Válido,Nombre original validado: Scytalopus sanctaemartae,es,VU,-0.685202618312417,1.0663599529483545,0.2691621341943477,1
gbif.org/species/5789072,gbif.org/species/5789072,Scytalopus stilesi,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Rhinocryptidae | Scytalopus,Animalia,Chordata,Aves,Passeriformes,Rhinocryptidae,Scytalopus,stilesi,Especie,Tapaculo de Stiles,ICZN,Válido,Nombre original validado: Scytalopus stilesi,es,EN,-0.6625160863303717,1.0400440331221532,0.22455900730079423,1
gbif.org/species/2490227,gbif.org/species/2490227,Clytoctantes alixii,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Thamnophilidae | Clytoctantes,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Clytoctantes,alixii,Especie,Hormiguero Pico de Hacha,ICZN,Válido,Nombre original validado: Clytoctantes alixii,es,VU,-0.6889296945099385,1.0706828605628218,0.2793302854352388,1
gbif.org/species/2490030,gbif.org/species/2490030,Dysithamnus occidentalis,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Thamnophilidae | Dysithamnus,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Dysithamnus,occidentalis,Especie,Hormiguero Occidental,ICZN,Válido,Nombre original validado: Dysithamnus occidentalis,es,VU,-0.688929702248109,1.0706829220551228,0.2793304075093238,1
gbif.org/species/2490037,gbif.org/species/2490037,Xenornis setifrons,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Thamnophilidae | Xenornis,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Xenornis,setifrons,Especie,Hormiguero de Tacarcuna,ICZN,Válido,Nombre original validado: Xenornis setifrons,es,VU,-0.6889296612794227,1.070682918173506,0.2793303093995215,1
gbif.org/species/2488331,gbif.org/species/2488331,Bangsia aureocincta,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Thraupidae | Bangsia,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Bangsia,aureocincta,Especie,Bangsia de Tatamá,ICZN,Válido,Nombre original validado: Bangsia aureocincta,es,VU,-0.6883590035038261,1.0699661981857278,0.2773008663437307,1
gbif.org/species/2488330,gbif.org/species/2488330,Bangsia melanochlamys,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Thraupidae | Bangsia,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Bangsia,melanochlamys,Especie,Bangsia Negra y Oro,ICZN,Válido,Nombre original validado: Bangsia melanochlamys,es,VU,-0.6883590035038261,1.0699661981857278,0.2773008663437307,1
gbif.org/species/5230597,gbif.org/species/5230597,Chlorochrysa nitidissima,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Thraupidae | Chlorochrysa,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Chlorochrysa,nitidissima,Especie,Clorocrisa Multicolor,ICZN,Válido,Nombre original validado: Chlorochrysa nitidissima,es,VU,-0.6883589968914362,1.0699661288286897,0.2773006672444665,1
gbif.org/species/2488782,gbif.org/species/2488782,Creurgops verticalis,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Thraupidae | Creurgops,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Creurgops,verticalis,Especie,Tángara Crestirufa,ICZN,Válido,Nombre original validado: Creurgops verticalis,es,VU,-0.6883590137647028,1.0699662195754778,0.27730069352623016,1
gbif.org/species/2488368,gbif.org/species/2488368,Dacnis berlepschi,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Thraupidae | Dacnis,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Dacnis,berlepschi,Especie,Dacnis Pechirroja,ICZN,Válido,Nombre original validado: Dacnis berlepschi,es,EN,-0.6634434420977015,1.0410014774796783,0.22714287401922095,1
gbif.org/species/2488350,gbif.org/species/2488350,Dacnis hartlaubi,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Thraupidae | Dacnis,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Dacnis,hartlaubi,Especie,Dacnis Turquesa,ICZN,Válido,Nombre original validado: Dacnis hartlaubi,es,VU,-0.6861299740797467,1.0673173973058794,0.27174600091277445,1
gbif.org/species/5230666,gbif.org/species/5230666,Diglossa gloriosissima,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Thraupidae | Diglossa,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Diglossa,gloriosissima,Especie,Diglosa Pechirrufa,ICZN,Válido,Nombre original validado: Diglossa gloriosissima,es,VU,-0.6883590081314032,1.0699662391260583,0.2773010664575313,1
gbif.org/species/5230940,gbif.org/species/5230940,Saltator cinctus,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Thraupidae | Saltator,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Saltator,cinctus,Especie,Saltátor Collarejo,ICZN,Válido,Nombre original validado: Saltator cinctus,es,VU,-0.6883590316008299,1.069966162995184,0.27730062327160315,1
gbif.org/species/2488162,gbif.org/species/2488162,Tangara fucosa,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Thraupidae | Tangara,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tangara,fucosa,Especie,Tangara Nuquiverde,ICZN,Válido,Nombre original validado: Tangara fucosa,es,VU,-0.6883590233149945,1.0699662012998254,0.2773006739300823,1
gbif.org/species/10728818,gbif.org/species/10728818,Tephrophilus wetmorei,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Thraupidae | Tephrophilus,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tephrophilus,wetmorei,Especie,Azulejo de Wetmore,ICZN,Válido,Nombre original validado: Tephrophilus wetmorei | Actualización nomenclatural: Resolución 1912 de 2017: Buthraupis wetmorei Resolución actual: Tephrophilus wetmorei,es,VU,-0.6883590278946474,1.069966261381921,0.2773007072584455,1
gbif.org/species/2493862,gbif.org/species/2493862,Cistothorus apolinari,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Troglodytidae | Cistothorus,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Cistothorus,apolinari,Especie,Cucarachero de Apolinar,ICZN,Válido,Nombre original validado: Cistothorus apolinari,es,CR,-0.5398808883788118,1.0589408234108275,0.2801356879577142,1
gbif.org/species/5789241,gbif.org/species/5789241,Henicorhina negreti,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Troglodytidae | Henicorhina,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Henicorhina,negreti,Especie,Cucarachero de Munchique,ICZN,Válido,Nombre original validado: Henicorhina negreti,es,VU,-0.6732780853247767,1.0667005921515729,0.2726379747933546,1
gbif.org/species/6089798,gbif.org/species/6089798,Thryophilus nicefori,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Troglodytidae | Thryophilus,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Thryophilus,nicefori,Especie,Cucarachero de Nicéforo,ICZN,Válido,Nombre original validado: Thryophilus nicefori,es,CR,-0.5486125456964663,1.0569697240837472,0.2738261950904517,1
gbif.org/species/7652738,gbif.org/species/7652738,Thryophilus sernai,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Troglodytidae | Thryophilus,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Thryophilus,sernai,Especie,Cucarachero Paisa,ICZN,Válido,Nombre original validado: Thryophilus sernai,es,EN,-0.6374017980169804,1.0370582952414802,0.22323482647281895,1
gbif.org/species/5231458,gbif.org/species/5231458,Troglodytes monticola,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Troglodytidae | Troglodytes,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes,monticola,Especie,Cucarachero de Santa Marta,ICZN,Válido,Nombre original validado: Troglodytes monticola,es,EN,-0.6461334117877435,1.0350871994584774,0.2169253066217099,1
gbif.org/species/2490835,gbif.org/species/2490835,Myadestes coloratus,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Turdidae | Myadestes,Animalia,Chordata,Aves,Passeriformes,Turdidae,Myadestes,coloratus,Especie,Solitario Enmascarado,ICZN,Válido,Nombre original validado: Myadestes coloratus,es,VU,-0.6889947344267152,1.070574753861576,0.2782629040482217,1
gbif.org/species/2483628,gbif.org/species/2483628,Attila torridus,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Tyrannidae | Attila,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Attila,torridus,Especie,Atila Ocrácea,ICZN,Válido,Nombre original validado: Attila torridus,es,VU,-0.6801833359956551,1.0663593281745376,0.270060971217434,1
gbif.org/species/2483709,gbif.org/species/2483709,Muscisaxicola maculirostris,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Tyrannidae | Muscisaxicola,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Muscisaxicola,maculirostris,Especie,Dormilona Chica,ICZN,Válido,Nombre original validado: Muscisaxicola maculirostris,es,EN,-0.653038728160348,1.0347458495698432,0.21434826664277232,1
gbif.org/species/2483334,gbif.org/species/2483334,Myiotheretes pernix,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Tyrannidae | Myiotheretes,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiotheretes,pernix,Especie,Atrapamoscas de Santa Marta,ICZN,Válido,Nombre original validado: Myiotheretes pernix,es,EN,-0.6530387547026405,1.0347458671271053,0.21434807493278174,1
gbif.org/species/2483200,gbif.org/species/2483200,Phylloscartes lanyoni,Animalia | Chordata | Vertebrata | Aves | Passeriformes | Tyrannidae | Phylloscartes,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Phylloscartes,lanyoni,Especie,Tiranuelo Antioqueño,ICZN,Válido,Nombre original validado: Phylloscartes lanyoni,es,EN,-0.6530387593675134,1.0347457791390096,0.2143481870239043,1
